Id,Name,Gender,ZipCode,City,State,Country,Ethnicity,createdBy
975,Coralie Duperre,Female,98029,Issaquah,WA,US,Hispanic / Latinx,Emin Suleymanov
976,Alain Lacoste,Male,98057,Renton,WA,US,Non-Hispanic / Non-Latinx,Emin Suleymanov
977,Theodore Saucier,Male,98052,Redmond,WA,US,Non-Hispanic / Non-Latinx,Emin Suleymanov
978,Coralie Monjeau,Female,98371,Puyallup,WA,US,Hispanic / Latinx,Aryna Siamashka
979,Fabrice Richer,Male,98119,Seattle,WA,US,Hispanic / Latinx,Emin Suleymanov
980,Coralie Hetu,Female,98057,Renton,WA,US,Non-Hispanic / Non-Latinx,Aryna Siamashka
981,Claude Bélisle,Gender neutral,98502,Olympia,WA,US,Refused/Done Not Know,Fidan Aliyeva
982,Frédérique Pelletier,Gender neutral,98112,Seattle,WA,US,Non-Hispanic / Non-Latinx,Emin Suleymanov
983,Gilbert Coupart,Male,98501,Olympia,WA,US,Non-Hispanic / Non-Latinx,Adam Puzyna
984,Gerard Belisle,Male,98168,Tukwila,WA,US,Hispanic / Latinx,Adam Puzyna
985,Hendri Marquis,Male,98052,Redmond,WA,US,Refused/Done Not Know,Andrea Fortuny
986,Bernadette Brissette,Female,98001,Auburn,WA,US,Refused/Done Not Know,Emin Suleymanov
987,Maureen Labrecque,Female,98001,Auburn,WA,US,Non-Hispanic / Non-Latinx,Adam Puzyna
988,Raymond Boulet,Male,98105,Seattle,WA,US,Non-Hispanic / Non-Latinx,Andrea Fortuny
989,Maurice Boulet,Male,98338,Graham,WA,US,Refused/Done Not Know,Emin Suleymanov
990,Nicoletta Charrette,Female,98422,Tacoma,WA,US,Hispanic / Latinx,Fidan Aliyeva
991,Alain Charon,Male,98033,Kirkland,WA,US,Refused/Done Not Know,Aryna Siamashka
992,Alain Lacombe,Male,98312,Bremerton,WA,US,Non-Hispanic / Non-Latinx,Emin Suleymanov
993,Albert Dubois,Male,98105,Seattle,WA,US,Hispanic / Latinx,Andrea Fortuny
994,Andrea Chauvin,Gender neutral,98033,Kirkland,WA,US,Non-Hispanic / Non-Latinx,Andrea Fortuny
995,Camille Brunelle,Gender neutral,98101,Black Diamond,WA,US,Refused/Done Not Know,Fidan Aliyeva
996,Alexis Bourgeois,Gender neutral,98409,Tacoma,WA,US,Non-Hispanic / Non-Latinx,Aryna Siamashka
997,Alix Margand,Gender neutral,98057,Renton,WA,US,Non-Hispanic / Non-Latinx,Emin Suleymanov
998,Ariane Panetier,Female,98422,Tacoma,WA,US,Refused/Done Not Know,Andrea Fortuny
999,Romain Petit,Male,98057,Renton,WA,US,Non-Hispanic / Non-Latinx,Andrea Fortuny
1000,Claude Beaulieu,Gender neutral,98033,Kirkland,WA,US,Hispanic / Latinx,Fidan Aliyeva
1001,Charlie Guibord,Gender neutral,98042,Covington,WA,US,Hispanic / Latinx,Aryna Siamashka
1002,David Paulet,Male,98503,Lacey,WA,US,Non-Hispanic / Non-Latinx,Andrea Fortuny
1003,Dominique Monjeau,Gender neutral,98499,Lakewood,WA,US,Hispanic / Latinx,Adam Puzyna
1004,Claude Paulet,Gender neutral,98409,Tacoma,WA,US,Refused/Done Not Know,Aryna Siamashka
1005,Henri Marquis,Male,98501,Olympia,WA,US,Hispanic / Latinx,Fidan Aliyeva
1006,Luc Lacombe,Male,98001,Auburn,WA,US,Hispanic / Latinx,Emin Suleymanov
1007,Maurice Boule,Male,98074,Sammamish,WA,US,Non-Hispanic / Non-Latinx,Aryna Siamashka
1008,Dominique Dutertre,Gender neutral,98074,Sammamish,WA,US,Hispanic / Latinx,Andrea Fortuny
1009,Sacha Belisle,Gender neutral,98112,Seattle,WA,US,Non-Hispanic / Non-Latinx,Adam Puzyna
1010,Madeleine Brunelle,Female,98030,Kent,WA,US,Hispanic / Latinx,Andrea Fortuny
1011,Jean Robert,Male,98405,Tacoma,WA,US,Hispanic / Latinx,Andrea Fortuny
1012,Nicoletta Guibord,Female,98052,Redmond,WA,US,Hispanic / Latinx,Fidan Aliyeva
1013,Camille Nicole,Female,98391,Bonney Lake,WA,US,Hispanic / Latinx,Fidan Aliyeva
1014,Ariane Meyer,Female,98383,Silverdale,WA,US,Hispanic / Latinx,Aryna Siamashka
1015,Genevieve Beauchesne,Female,98032,Kent,WA,US,Non-Hispanic / Non-Latinx,Aryna Siamashka
1016,Claude Aupry,Male,98409,Tacoma,WA,US,Non-Hispanic / Non-Latinx,Adam Puzyna
1017,Leslie Pelletier,Gender neutral,98057,Renton,WA,US,Hispanic / Latinx,Fidan Aliyeva
1018,Afonso Vilarchán,Male,98032,Kent,WA,US,Hispanic / Latinx,Aryna Siamashka
1019,Celtia Anes,Female,98387,Spanaway,WA,US,Non-Hispanic / Non-Latinx,Emin Suleymanov
1020,Bieito Lorme,Male,98409,Tacoma,WA,US,Refused/Done Not Know,Aryna Siamashka
1021,Brais Verdiñas,Male,98119,Seattle,WA,US,Refused/Done Not Know,Emin Suleymanov
1022,Olalla Romeu,Female,98503,Lacey,WA,US,Refused/Done Not Know,Aryna Siamashka
1023,Noa Ervello,Female,98327,Dupont,WA,US,Non-Hispanic / Non-Latinx,Emin Suleymanov
1024,Antía Sixirei,Female,98338,Graham,WA,US,Hispanic / Latinx,Emin Suleymanov
1025,Sabela Veloso,Female,98499,Lakewood,WA,US,Non-Hispanic / Non-Latinx,Aryna Siamashka
1026,Marcos Amboade,Male,98038,Maple Valley,WA,US,Refused/Done Not Know,Emin Suleymanov
1027,Tegra Núnez,Female,98101,Black Diamond,WA,US,Non-Hispanic / Non-Latinx,Andrea Fortuny
1028,Iago Peirallo,Male,98055,Renton,WA,US,Non-Hispanic / Non-Latinx,Andrea Fortuny
1029,Roi Fraguela,Male,98372,Puyallup,WA,US,Non-Hispanic / Non-Latinx,Adam Puzyna
1030,Martiño Arxíz,Male,98029,Issaquah,WA,US,Refused/Done Not Know,Aryna Siamashka
1031,Breixo Galáns,Male,98103,Seattle,WA,US,Refused/Done Not Know,Aryna Siamashka
1032,Iria Xamardo,Female,98057,Renton,WA,US,Non-Hispanic / Non-Latinx,Andrea Fortuny
1033,Xurxo Golán,Male,98422,Tacoma,WA,US,Non-Hispanic / Non-Latinx,Andrea Fortuny
1034,Uxía Feal,Female,98372,Puyallup,WA,US,Refused/Done Not Know,Fidan Aliyeva
1035,Antón Caneiro,Male,98119,Seattle,WA,US,Hispanic / Latinx,Adam Puzyna
1036,Giorgi Lomidze,Male,98589,Tenino,WA,US,Refused/Done Not Know,Fidan Aliyeva
1037,Ana Metreveli,Female,98074,Sammamish,WA,US,Hispanic / Latinx,Emin Suleymanov
1038,Koba Tsiklauri,Male,98467,University Place,WA,US,Refused/Done Not Know,Emin Suleymanov
1039,Inga Gelashvili,Female,98029,Issaquah,WA,US,Refused/Done Not Know,Fidan Aliyeva
1040,Irakli Gigauri,Male,98501,Olympia,WA,US,Non-Hispanic / Non-Latinx,Emin Suleymanov
1041,Levan Kavtaradze,Male,98387,Spanaway,WA,US,Non-Hispanic / Non-Latinx,Fidan Aliyeva
1042,Eka Nozadze,Female,98371,Puyallup,WA,US,Non-Hispanic / Non-Latinx,Emin Suleymanov
1043,Nino Kapanadze,Female,98499,Lakewood,WA,US,Refused/Done Not Know,Fidan Aliyeva
1044,Khatuna Bakuradze,Female,98074,Sammamish,WA,US,Non-Hispanic / Non-Latinx,Emin Suleymanov
1045,Temur Abashidze,Male,98338,Graham,WA,US,Refused/Done Not Know,Adam Puzyna
1046,Maya Lominadze,Female,98503,Lacey,WA,US,Hispanic / Latinx,Adam Puzyna
1047,Tamar Bakhtadze,Female,98409,Tacoma,WA,US,Hispanic / Latinx,Fidan Aliyeva
1048,Tengiz Kiknadze,Male,98371,Puyallup,WA,US,Non-Hispanic / Non-Latinx,Fidan Aliyeva
1049,Shalva Maisuradze,Male,98409,Tacoma,WA,US,Hispanic / Latinx,Fidan Aliyeva
1050,Mamuka Beridze,Male,98467,University Place,WA,US,Non-Hispanic / Non-Latinx,Fidan Aliyeva
1051,Nukri Iashvili,Male,98022,Enumclaw,WA,US,Non-Hispanic / Non-Latinx,Emin Suleymanov
1052,Tamar Giorgadze,Female,98119,Seattle,WA,US,Hispanic / Latinx,Andrea Fortuny
1053,Maka Gelovani,Female,98029,Issaquah,WA,US,Non-Hispanic / Non-Latinx,Emin Suleymanov
1054,Paata Gagnidze,Male,98168,Tukwila,WA,US,Refused/Done Not Know,Fidan Aliyeva
1055,Manana Aptsiauri,Female,98115,Seattle,WA,US,Hispanic / Latinx,Aryna Siamashka
1056,Adele Meyer,Female,98029,Issaquah,WA,US,Non-Hispanic / Non-Latinx,Aryna Siamashka
1057,Alina Moeller,Female,98327,Dupont,WA,US,Hispanic / Latinx,Emin Suleymanov
1058,Amala Braun,Female,98055,Renton,WA,US,Non-Hispanic / Non-Latinx,Aryna Siamashka
1059,Adrian Wilske,Male,98387,Spanaway,WA,US,Refused/Done Not Know,Aryna Siamashka
1060,Anna Lange,Female,98101,Black Diamond,WA,US,Non-Hispanic / Non-Latinx,Aryna Siamashka
1061,Carla Kobusch,Female,98032,Kent,WA,US,Non-Hispanic / Non-Latinx,Andrea Fortuny
1062,Berend Klein,Male,98506,Olympia,WA,US,Refused/Done Not Know,Andrea Fortuny
1063,Brigitte Otto,Female,98503,Lacey,WA,US,Non-Hispanic / Non-Latinx,Emin Suleymanov
1064,Christoph Werner,Male,98499,Lakewood,WA,US,Non-Hispanic / Non-Latinx,Adam Puzyna
1065,Elsa Kramer,Female,98387,Spanaway,WA,US,Non-Hispanic / Non-Latinx,Andrea Fortuny
1066,Dominique Koch,Gender neutral,98057,Renton,WA,US,Non-Hispanic / Non-Latinx,Aryna Siamashka
1067,Elke Endemann,Female,98001,Auburn,WA,US,Refused/Done Not Know,Adam Puzyna
1068,Giselle Faber,Female,98055,Renton,WA,US,Non-Hispanic / Non-Latinx,Aryna Siamashka
1069,Dany Kramer,Gender neutral,98391,Bonney Lake,WA,US,Refused/Done Not Know,Adam Puzyna
1070,Detlef Hembrock,Male,98033,Kirkland,WA,US,Non-Hispanic / Non-Latinx,Emin Suleymanov
1071,Gabriel Moeller,Male,98105,Seattle,WA,US,Hispanic / Latinx,Andrea Fortuny
1072,Conny Hoffmann,Gender neutral,98001,Auburn,WA,US,Refused/Done Not Know,Andrea Fortuny
1073,Jonas Baar,Male,98125,Seattle,WA,US,Hispanic / Latinx,Aryna Siamashka
1074,Hanno Simon,Male,98038,Maple Valley,WA,US,Hispanic / Latinx,Adam Puzyna
1075,Bernd Skopura,Male,98371,Puyallup,WA,US,Hispanic / Latinx,Fidan Aliyeva
1076,Hanna Peters,Female,98057,Renton,WA,US,Non-Hispanic / Non-Latinx,Emin Suleymanov
1077,Friedrich Knerich,Male,98506,Olympia,WA,US,Refused/Done Not Know,Andrea Fortuny
1078,Christiane Ingenpass,Female,98516,Olympia,WA,US,Non-Hispanic / Non-Latinx,Aryna Siamashka
1079,Heiko Krueger,Male,98467,University Place,WA,US,Non-Hispanic / Non-Latinx,Andrea Fortuny
1080,Conrad Kutzsche,Male,98405,Tacoma,WA,US,Non-Hispanic / Non-Latinx,Aryna Siamashka
1081,Kai Schmitt,Male,98391,Bonney Lake,WA,US,Refused/Done Not Know,Emin Suleymanov
1082,Jan Sachweh,Male,98338,Graham,WA,US,Refused/Done Not Know,Fidan Aliyeva
1083,Immanuel Vogel,Male,98501,Olympia,WA,US,Refused/Done Not Know,Andrea Fortuny
1084,Jakob Anhalt,Male,98112,Seattle,WA,US,Refused/Done Not Know,Fidan Aliyeva
1085,Lara Wolfe,Female,98101,Black Diamond,WA,US,Hispanic / Latinx,Adam Puzyna
1086,Luca Richter,Gender neutral,98038,Maple Valley,WA,US,Non-Hispanic / Non-Latinx,Adam Puzyna
1087,Emma Blug,Female,98033,Kirkland,WA,US,Hispanic / Latinx,Emin Suleymanov
1088,Sofia Stein,Female,98101,Black Diamond,WA,US,Non-Hispanic / Non-Latinx,Adam Puzyna
1089,Nickolaus Schulz,Male,98502,Olympia,WA,US,Refused/Done Not Know,Aryna Siamashka
1090,Louisa Guenther,Female,98503,Lacey,WA,US,Hispanic / Latinx,Andrea Fortuny
1091,Maximilian Tropschuh,Male,98125,Seattle,WA,US,Refused/Done Not Know,Fidan Aliyeva
1092,Ralf Krause,Male,98371,Puyallup,WA,US,Refused/Done Not Know,Fidan Aliyeva
1093,Ernst Loetzsch,Male,98022,Enumclaw,WA,US,Hispanic / Latinx,Andrea Fortuny
1094,Jule Heinrich,Female,98038,Maple Valley,WA,US,Refused/Done Not Know,Adam Puzyna
1095,Sophie Walter,Female,98380,Seabeck,WA,US,Refused/Done Not Know,Adam Puzyna
1096,Werner Eitner,Male,98022,Enumclaw,WA,US,Non-Hispanic / Non-Latinx,Fidan Aliyeva
1097,Leonie Briegel,Female,98387,Spanaway,WA,US,Hispanic / Latinx,Andrea Fortuny
1098,Mia Zimmermann,Female,98501,Olympia,WA,US,Hispanic / Latinx,Emin Suleymanov
1099,Niklas Gasper,Male,98032,Kent,WA,US,Refused/Done Not Know,Emin Suleymanov
1100,Jana Hoffmann,Female,98327,Dupont,WA,US,Non-Hispanic / Non-Latinx,Aryna Siamashka
1101,Lena Koch,Female,98516,Olympia,WA,US,Refused/Done Not Know,Adam Puzyna
1102,Lothar Martin,Male,98467,University Place,WA,US,Hispanic / Latinx,Emin Suleymanov
1103,Toni Cranz,Gender neutral,98501,Olympia,WA,US,Refused/Done Not Know,Andrea Fortuny
1104,Klaus Schroeder,Male,98372,Puyallup,WA,US,Refused/Done Not Know,Aryna Siamashka
1105,Conrad Nuber,Male,98052,Redmond,WA,US,Hispanic / Latinx,Emin Suleymanov
1106,Robin Becker,Gender neutral,98499,Lakewood,WA,US,Refused/Done Not Know,Fidan Aliyeva
1107,Tyge Hartmann,Male,98119,Seattle,WA,US,Hispanic / Latinx,Andrea Fortuny
1108,Killian Gunther,Male,98112,Seattle,WA,US,Refused/Done Not Know,Adam Puzyna
1109,Eggert Kohler,Male,98503,Lacey,WA,US,Hispanic / Latinx,Aryna Siamashka
1110,Leni Martin,Female,98042,Covington,WA,US,Non-Hispanic / Non-Latinx,Emin Suleymanov
1111,Klarissa Wolf,Female,98383,Silverdale,WA,US,Hispanic / Latinx,Aryna Siamashka
1112,Lilly Koenig,Female,98168,Tukwila,WA,US,Non-Hispanic / Non-Latinx,Fidan Aliyeva
1113,Maja Hartmann,Female,98168,Tukwila,WA,US,Non-Hispanic / Non-Latinx,Fidan Aliyeva
1114,Izaak Schmitz,Male,98030,Kent,WA,US,Hispanic / Latinx,Emin Suleymanov
1115,Bernhard Kohler,Male,98502,Olympia,WA,US,Refused/Done Not Know,Fidan Aliyeva
1116,Ingrid Cranz,Female,98391,Bonney Lake,WA,US,Hispanic / Latinx,Adam Puzyna
1117,Lorenz Otto,Male,98380,Seabeck,WA,US,Non-Hispanic / Non-Latinx,Adam Puzyna
1118,Karl Kadenbach,Male,98516,Olympia,WA,US,Refused/Done Not Know,Fidan Aliyeva
1119,Lea Schneider,Female,98125,Seattle,WA,US,Non-Hispanic / Non-Latinx,Fidan Aliyeva
1120,Klaus Buzov,Male,98499,Lakewood,WA,US,Hispanic / Latinx,Fidan Aliyeva
1121,Helga Schustereit,Female,98371,Puyallup,WA,US,Non-Hispanic / Non-Latinx,Emin Suleymanov
1122,Hannah Weber,Female,98501,Olympia,WA,US,Hispanic / Latinx,Adam Puzyna
1123,Sascha Lange,Gender neutral,98119,Seattle,WA,US,Non-Hispanic / Non-Latinx,Fidan Aliyeva
1124,Lina Wagner,Female,98387,Spanaway,WA,US,Refused/Done Not Know,Andrea Fortuny
1125,Xaver Kiefer,Male,98055,Renton,WA,US,Hispanic / Latinx,Adam Puzyna
1126,Lisa Richter,Female,98103,Seattle,WA,US,Hispanic / Latinx,Emin Suleymanov
1127,Kasper Graf,Male,98338,Graham,WA,US,Refused/Done Not Know,Emin Suleymanov
1128,Marie Krause,Female,98516,Olympia,WA,US,Hispanic / Latinx,Fidan Aliyeva
1129,Gebhard Peters,Male,98112,Seattle,WA,US,Non-Hispanic / Non-Latinx,Aryna Siamashka
1130,Alice Anastasiou,Female,98405,Tacoma,WA,US,Non-Hispanic / Non-Latinx,Fidan Aliyeva
1131,Alexandros Kassios,Male,98032,Kent,WA,US,Non-Hispanic / Non-Latinx,Emin Suleymanov
1132,Alexia Antonopoulou,Female,98502,Olympia,WA,US,Non-Hispanic / Non-Latinx,Andrea Fortuny
1133,Andreas Leontaridis,Male,98001,Auburn,WA,US,Hispanic / Latinx,Emin Suleymanov
1134,Andreas Sotiriou,Male,98391,Bonney Lake,WA,US,Hispanic / Latinx,Fidan Aliyeva
1135,Antigone Giorgi,Female,98312,Bremerton,WA,US,Non-Hispanic / Non-Latinx,Fidan Aliyeva
1136,Christos Floras,Male,98499,Lakewood,WA,US,Refused/Done Not Know,Andrea Fortuny
1137,Dionne Angelis,Female,98055,Renton,WA,US,Refused/Done Not Know,Fidan Aliyeva
1138,Delia Andreadis,Female,98372,Puyallup,WA,US,Non-Hispanic / Non-Latinx,Fidan Aliyeva
1139,Helen Barba,Female,98391,Bonney Lake,WA,US,Hispanic / Latinx,Adam Puzyna
1140,Ikaros Roditis,Male,98103,Seattle,WA,US,Hispanic / Latinx,Emin Suleymanov
1141,Faedon Kostidis,Male,98405,Tacoma,WA,US,Hispanic / Latinx,Andrea Fortuny
1142,Jason Iliadis,Male,98409,Tacoma,WA,US,Hispanic / Latinx,Fidan Aliyeva
1143,Christina Vanou,Female,98501,Olympia,WA,US,Refused/Done Not Know,Aryna Siamashka
1144,Dora Balli,Female,98002,Auburn,WA,US,Hispanic / Latinx,Aryna Siamashka
1145,Ioannis Xilaras,Male,98029,Issaquah,WA,US,Hispanic / Latinx,Andrea Fortuny
1146,Ioannis Exarchopoulos,Male,98038,Maple Valley,WA,US,Hispanic / Latinx,Andrea Fortuny
1147,Chrysostomos Fotopoulos,Male,98383,Silverdale,WA,US,Refused/Done Not Know,Aryna Siamashka
1148,Isidora Dimitriou,Female,98501,Olympia,WA,US,Non-Hispanic / Non-Latinx,Andrea Fortuny
1149,Ioanna Andreou,Female,98422,Tacoma,WA,US,Non-Hispanic / Non-Latinx,Adam Puzyna
1150,Athina Christou,Female,98383,Silverdale,WA,US,Hispanic / Latinx,Fidan Aliyeva
1151,Nikiforos Sakellariou,Male,98327,Dupont,WA,US,Hispanic / Latinx,Adam Puzyna
1152,Sophia Zografou,Female,98112,Seattle,WA,US,Refused/Done Not Know,Emin Suleymanov
1153,Konstantinos Nicolaou,Male,98383,Silverdale,WA,US,Non-Hispanic / Non-Latinx,Fidan Aliyeva
1154,Konstantina Roussou,Female,98467,University Place,WA,US,Non-Hispanic / Non-Latinx,Fidan Aliyeva
1155,Violeta Christakou,Female,98409,Tacoma,WA,US,Hispanic / Latinx,Aryna Siamashka
1156,Iris Christodoulou,Female,98057,Renton,WA,US,Refused/Done Not Know,Adam Puzyna
1157,Nestoras Fotiou,Male,98119,Seattle,WA,US,Hispanic / Latinx,Emin Suleymanov
1158,Dimos Lambrou,Male,98338,Graham,WA,US,Non-Hispanic / Non-Latinx,Andrea Fortuny
1159,Kiriakos Sarlis,Male,98499,Lakewood,WA,US,Hispanic / Latinx,Andrea Fortuny
1160,Rania Saka,Female,98499,Lakewood,WA,US,Hispanic / Latinx,Aryna Siamashka
1161,Katherine Sandris,Female,98327,Dupont,WA,US,Refused/Done Not Know,Adam Puzyna
1162,Rita Tsakiris,Female,98033,Kirkland,WA,US,Refused/Done Not Know,Aryna Siamashka
1163,Nicolette Demopoulou,Female,98115,Seattle,WA,US,Non-Hispanic / Non-Latinx,Fidan Aliyeva
1164,Helen Kondou,Female,98042,Covington,WA,US,Refused/Done Not Know,Emin Suleymanov
1165,Stella Kostidou,Female,98001,Auburn,WA,US,Refused/Done Not Know,Emin Suleymanov
1166,Petros Doudis,Male,98589,Tenino,WA,US,Refused/Done Not Know,Adam Puzyna
1167,Vassilis Papadimou,Male,98033,Kirkland,WA,US,Non-Hispanic / Non-Latinx,Adam Puzyna
1168,Leonidas Yakoumakis,Male,98168,Tukwila,WA,US,Refused/Done Not Know,Fidan Aliyeva
1169,Zoe Drakou,Female,98055,Renton,WA,US,Non-Hispanic / Non-Latinx,Fidan Aliyeva
1170,Philip Giannopoulos,Male,98022,Enumclaw,WA,US,Refused/Done Not Know,Emin Suleymanov
1171,Phoebe Delis,Female,98101,Black Diamond,WA,US,Non-Hispanic / Non-Latinx,Emin Suleymanov
1172,Elias Panagiotou,Male,98503,Lacey,WA,US,Refused/Done Not Know,Fidan Aliyeva
1173,Nikitas Papadopoulos,Male,98383,Silverdale,WA,US,Hispanic / Latinx,Adam Puzyna
1174,Persa Zisimopolou,Female,98391,Bonney Lake,WA,US,Hispanic / Latinx,Fidan Aliyeva
1175,Dimitrios Sirigos,Male,98383,Silverdale,WA,US,Refused/Done Not Know,Aryna Siamashka
1176,George Manes,Male,98001,Auburn,WA,US,Non-Hispanic / Non-Latinx,Adam Puzyna
1177,Nikos Georgiou,Male,98501,Olympia,WA,US,Hispanic / Latinx,Fidan Aliyeva
1178,Kostas Hondros,Male,98589,Tenino,WA,US,Hispanic / Latinx,Adam Puzyna
1179,Akhilesh Puransinh,Male,98312,Bremerton,WA,US,Hispanic / Latinx,Emin Suleymanov
1180,Ajat Goswami,Male,98022,Enumclaw,WA,US,Refused/Done Not Know,Aryna Siamashka
1181,Jiya Paul,Female,98516,Olympia,WA,US,Refused/Done Not Know,Emin Suleymanov
1182,Atmaram Gholvade,Male,98125,Seattle,WA,US,Hispanic / Latinx,Fidan Aliyeva
1183,Joni Shah,Male,98115,Seattle,WA,US,Hispanic / Latinx,Adam Puzyna
1184,Arnav salvekar,Male,98327,Dupont,WA,US,Refused/Done Not Know,Emin Suleymanov
1185,Nitya Patel,Male,98030,Kent,WA,US,Non-Hispanic / Non-Latinx,Andrea Fortuny
1186,Sarita Acharya,Female,98503,Lacey,WA,US,Hispanic / Latinx,Emin Suleymanov
1187,Sarojini Thakkar,Female,98372,Puyallup,WA,US,Refused/Done Not Know,Adam Puzyna
1188,Suhan Boghra,Male,98038,Maple Valley,WA,US,Non-Hispanic / Non-Latinx,Adam Puzyna
1189,Shina patwa,Female,98033,Kirkland,WA,US,Non-Hispanic / Non-Latinx,Fidan Aliyeva
1190,Yashita Krishnamurti,Female,98371,Puyallup,WA,US,Refused/Done Not Know,Emin Suleymanov
1191,Somya Bhagavat,Male,98168,Tukwila,WA,US,Hispanic / Latinx,Andrea Fortuny
1192,Manya Bhatt,Female,98112,Seattle,WA,US,Hispanic / Latinx,Andrea Fortuny
1193,Meha Gala,Female,98119,Seattle,WA,US,Non-Hispanic / Non-Latinx,Adam Puzyna
1194,Puja Edenwala,Female,98502,Olympia,WA,US,Hispanic / Latinx,Emin Suleymanov
1195,Surjit Bhattacharya,Male,98387,Spanaway,WA,US,Hispanic / Latinx,Aryna Siamashka
1196,Samiksha Gupta,Female,98372,Puyallup,WA,US,Hispanic / Latinx,Aryna Siamashka
1197,Mitiksha Cheda,Female,98383,Silverdale,WA,US,Refused/Done Not Know,Adam Puzyna
1198,Arzuka Haladu,Male,98101,Black Diamond,WA,US,Non-Hispanic / Non-Latinx,Fidan Aliyeva
1199,Basaura Salisu,Male,98052,Redmond,WA,US,Hispanic / Latinx,Emin Suleymanov
1200,Bashir Nafisah,Female,98405,Tacoma,WA,US,Non-Hispanic / Non-Latinx,Fidan Aliyeva
1201,Ɗanladi Maigari,Male,98506,Olympia,WA,US,Refused/Done Not Know,Emin Suleymanov
1202,Hamidah Yakubu,Female,98115,Seattle,WA,US,Non-Hispanic / Non-Latinx,Fidan Aliyeva
1203,Danlami Dauda,Male,98405,Tacoma,WA,US,Refused/Done Not Know,Andrea Fortuny
1204,Idris Ibrahim,Male,98383,Silverdale,WA,US,Non-Hispanic / Non-Latinx,Emin Suleymanov
1205,Mussadiq Samaila,Male,98589,Tenino,WA,US,Non-Hispanic / Non-Latinx,Andrea Fortuny
1206,Hamzah Hafiz,Male,98125,Seattle,WA,US,Refused/Done Not Know,Emin Suleymanov
1207,Mukhtar Jumai,Female,98387,Spanaway,WA,US,Hispanic / Latinx,Adam Puzyna
1208,Nabil Hafsah,Female,98052,Redmond,WA,US,Non-Hispanic / Non-Latinx,Adam Puzyna
1209,Tanimu Habib,Male,98589,Tenino,WA,US,Hispanic / Latinx,Emin Suleymanov
1210,Suraj Nafisa,Female,98405,Tacoma,WA,US,Non-Hispanic / Non-Latinx,Fidan Aliyeva
1211,Tanko Laraba,Female,98119,Seattle,WA,US,Non-Hispanic / Non-Latinx,Aryna Siamashka
1212,Tanimu Ladi,Female,98101,Black Diamond,WA,US,Refused/Done Not Know,Andrea Fortuny
1213,Danlami,Female,98506,Olympia,WA,US,Hispanic / Latinx,Adam Puzyna
1214,Yakubu Halima,Female,98002,Auburn,WA,US,Refused/Done Not Know,Fidan Aliyeva
1215,Gambo Hassan,Male,98001,Auburn,WA,US,Hispanic / Latinx,Aryna Siamashka
1216,Usman Jamilah,Female,98125,Seattle,WA,US,Non-Hispanic / Non-Latinx,Aryna Siamashka
1217,Audu Dogo,Male,98103,Seattle,WA,US,Refused/Done Not Know,Aryna Siamashka
1218,Amitai Uzan,Male,98038,Maple Valley,WA,US,Refused/Done Not Know,Adam Puzyna
1219,Aviv Shapiro,Gender neutral,98391,Bonney Lake,WA,US,Hispanic / Latinx,Adam Puzyna
1220,Avri Grin,Male,98057,Renton,WA,US,Refused/Done Not Know,Emin Suleymanov
1221,Ben Kofman,Male,98033,Kirkland,WA,US,Refused/Done Not Know,Aryna Siamashka
1222,Dor Simhon,Male,98052,Redmond,WA,US,Hispanic / Latinx,Aryna Siamashka
1223,Dana Meyerson,Female,98052,Redmond,WA,US,Non-Hispanic / Non-Latinx,Emin Suleymanov
1224,Daniel Melamed,Male,98501,Olympia,WA,US,Non-Hispanic / Non-Latinx,Emin Suleymanov
1225,Avigayil Goldstein,Female,98057,Renton,WA,US,Hispanic / Latinx,Adam Puzyna
1226,Hila Silver,Female,98499,Lakewood,WA,US,Refused/Done Not Know,Aryna Siamashka
1227,Asaf Karten,Male,98038,Maple Valley,WA,US,Non-Hispanic / Non-Latinx,Emin Suleymanov
1228,Eitan Gonen,Male,98387,Spanaway,WA,US,Non-Hispanic / Non-Latinx,Adam Puzyna
1229,Gil Gabbai,Male,98074,Sammamish,WA,US,Non-Hispanic / Non-Latinx,Fidan Aliyeva
1230,Dorit Mendelssohn,Female,98391,Bonney Lake,WA,US,Refused/Done Not Know,Adam Puzyna
1231,Hagai Kopelman,Male,98168,Tukwila,WA,US,Refused/Done Not Know,Andrea Fortuny
1232,Ido Rozen,Male,98055,Renton,WA,US,Refused/Done Not Know,Aryna Siamashka
1233,Ella Reuveni,Female,98168,Tukwila,WA,US,Refused/Done Not Know,Fidan Aliyeva
1234,Galit Stavi,Female,98168,Tukwila,WA,US,Hispanic / Latinx,Andrea Fortuny
1235,Hadar Caspit,Female,98112,Seattle,WA,US,Non-Hispanic / Non-Latinx,Aryna Siamashka
1236,Hagar Chazan,Female,98038,Maple Valley,WA,US,Hispanic / Latinx,Andrea Fortuny
1237,Daniel Melamed,Gender neutral,98052,Redmond,WA,US,Refused/Done Not Know,Andrea Fortuny
1238,Dor Simhon,Gender neutral,98001,Auburn,WA,US,Refused/Done Not Know,Adam Puzyna
1239,Eden Hirsch,Female,98029,Issaquah,WA,US,Non-Hispanic / Non-Latinx,Adam Puzyna
1240,Aviv Shapiro,Male,98032,Kent,WA,US,Non-Hispanic / Non-Latinx,Andrea Fortuny
1241,Hadas Inbar,Female,98503,Lacey,WA,US,Refused/Done Not Know,Fidan Aliyeva
